# luminosity_distance	mass_1	mass_2	ra	dec
2.778362072840521932e+02 9.971427986508244246e+00 9.524791680376880620e+00 2.086366092543033179e+00 3.299344470216306058e-01
2.820484885133295165e+02 1.212134667584744463e+01 7.856290345127416863e+00 2.003229679067888735e+00 2.748892728076643421e-01
3.292960787193521810e+02 1.167828159577430291e+01 8.223124368549809660e+00 2.143326875193371173e+00 4.899324517635882392e-01
2.726693205071447892e+02 1.117533378811018530e+01 8.510204060413217420e+00 2.175816353765963385e+00 5.079338388219771794e-01
2.898434561507515923e+02 1.533274498420691678e+01 6.462860601362959478e+00 2.037750389017696229e+00 3.333191659494825765e-01
3.257523038837560421e+02 1.996871509770475939e+01 5.232647738941323290e+00 2.049830786737275812e+00 3.625990740706273030e-01
3.519312084396286195e+02 1.149702335040367451e+01 8.274563230198603847e+00 2.128166515520793389e+00 3.879684802465606652e-01
2.313630632296994634e+02 1.104385869588814728e+01 8.645556823065112084e+00 2.031326880570179849e+00 3.078037936936725560e-01
2.764844531633300448e+02 1.074100075077654104e+01 8.814657021110987145e+00 2.066638551623226405e+00 3.658304139551713519e-01
2.362154484916676438e+02 1.861058593889841006e+01 5.522294082215404742e+00 2.128192277762186890e+00 4.813551274848922867e-01
3.521326691924430747e+02 1.454607249425834326e+01 6.768530597347541367e+00 2.165462706487407019e+00 4.936340752069869331e-01
4.274452532606897535e+02 1.324145079187670682e+01 7.348684270822446685e+00 2.195044139097528380e+00 7.384449855202687152e-01
1.354100372899132196e+02 1.132574344725735571e+01 8.322218243163684193e+00 1.861120828245768521e+00 1.437114126931149094e-01
2.231734001015637716e+02 1.529911350996658115e+01 6.405490305084493130e+00 2.012394413667333293e+00 2.394075254936214314e-01
4.981400425328576489e+02 1.111043647024207992e+01 8.615572886078409098e+00 1.813742001902673096e+00 1.229542419444047852e+00
1.367642474963266466e+02 1.367662769981104276e+01 7.086746546216742715e+00 1.877173912934555489e-01 8.901599558077186725e-01
2.687329828486122665e+02 1.080961538992676907e+01 8.811444823237277291e+00 2.181372626457093844e+00 6.592765883690044904e-01
2.639135997062150523e+02 1.663082729425048001e+01 6.007758543594809986e+00 2.139913453445569491e+00 5.434657527445975189e-01
2.936300801079563598e+02 1.233060068598090453e+01 7.826378004110503994e+00 2.199903094504856327e+00 6.774827538311791741e-01
3.688493340337573159e+02 1.122704351007351775e+01 8.441276527493871029e+00 2.004890780880389745e+00 1.115035039879381795e+00
3.782817015416757727e+02 1.023683525359986213e+01 9.336417627629435501e+00 2.112651389568123594e+00 3.793803129776606164e-01
3.834702816541322363e+02 9.852711346307495788e+00 9.620401502980191921e+00 2.160839883755059088e+00 4.270639821102549805e-01
4.134950849813432114e+02 1.149649703221856356e+01 8.338969505900715617e+00 2.216005116665900054e+00 6.986086435148177731e-01
3.319898673995928107e+02 1.077182703853974211e+01 8.878079859712533661e+00 2.166426258285862883e+00 5.001416758504361182e-01
2.537441684163102593e+02 1.070342364471522423e+01 8.851031115174501807e+00 1.933717885155444627e+00 2.745994006784417962e-01
2.923661626679392498e+02 1.031390614417169616e+01 9.248298744682401207e+00 1.925356809992131435e+00 2.327318094350595279e-01
3.738041168662184077e+02 1.181963037402588235e+01 8.029783460974169174e+00 2.168571237707229482e+00 5.108989104931276337e-01
3.043502533296313004e+02 1.493913480023107532e+01 6.592727090561631087e+00 2.127766085849455813e+00 4.347031963939197441e-01
2.718144038315394369e+02 1.074659401675616444e+01 8.936638232813475469e+00 1.900107177939473591e+00 1.732438530518660980e-01
2.312406909454412016e+02 1.169799712443034601e+01 8.172792482680431903e+00 2.070166248776105888e+00 1.130441103167500350e+00
2.936384913556977949e+02 1.197551731147585841e+01 7.953623692298894099e+00 1.347697841328537649e+00 1.294581907021846057e+00
3.170538204864785712e+02 1.365700011368322109e+01 7.136370691013037337e+00 2.082088798052362133e+00 3.617661409731712241e-01
2.620227076952775178e+02 1.050779252790799490e+01 8.986527474143917615e+00 2.030119190072515067e+00 2.859446220269543648e-01
3.991299190702260375e+02 1.130734312489612670e+01 8.385175532515921404e+00 1.833003700012067583e+00 1.211283978654012827e+00
3.961810852617089722e+02 1.557692552304090583e+01 6.353962549547484073e+00 2.154182107531927848e+00 5.130666769490930257e-01
2.982740067601399119e+02 1.285086910215866673e+01 7.460392668506356628e+00 1.121780268041405293e+00 1.284183150444988541e+00
3.989041397873617143e+02 1.061749741017612791e+01 9.004561653604069349e+00 2.114101161655304040e+00 5.113726603783221858e-01
2.352223323567207842e+02 1.497309229595962776e+01 6.584799241638016554e+00 2.253618793499999828e+00 5.635782275563685495e-01
3.820373984884090532e+02 1.190980255884215389e+01 8.024448293589871994e+00 2.153309070384575641e+00 5.363477473892359626e-01
2.116962627555958250e+02 1.071881379722566763e+01 8.965687612500737202e+00 2.177078292465260745e+00 5.595413652185367015e-01
3.280468413224006667e+02 9.994331976456395594e+00 9.452906686719677154e+00 2.193677863179527510e+00 5.760232197952955824e-01
2.627876245669608011e+02 1.031809288189416307e+01 9.114829859738415863e+00 2.014029229382670483e+00 2.396827706237294464e-01
2.141698204693540788e+02 1.114393703270984126e+01 8.507018489944137229e+00 2.213746682967775214e+00 6.071008183440611550e-01
3.927623653662647598e+02 1.050956495737504248e+01 8.982515588560358921e+00 2.253900913488037450e+00 8.788915896309851261e-01
3.231415964692324678e+02 1.185116565021026425e+01 8.064854447160485051e+00 2.180820429464904286e+00 9.574908840116123088e-01
2.163624133307114903e+02 1.380836816999636696e+01 7.045571568512854377e+00 2.113425360101966355e+00 4.322483066774624461e-01
4.705030427063389880e+02 1.131030081121666342e+01 8.443243930175633238e+00 2.125412768175642064e+00 6.817450522151934367e-01
3.501485677739225366e+02 1.041241305553440100e+01 9.109068282697055707e+00 2.087558286234658667e+00 4.051228021740494456e-01
4.552901123552537115e+02 1.903271336807800651e+01 5.483334103707205642e+00 2.241191425111622504e+00 9.904492338365380455e-01
2.970968556916553212e+02 1.225926373779794964e+01 7.864738768065654639e+00 2.072691610068633228e+00 3.361482120664269768e-01
3.922558059609760335e+02 1.231096080606922349e+01 7.788602113877123756e+00 2.208213945978189319e+00 6.666871044421709414e-01
3.058555203321038221e+02 1.048098219152459976e+01 9.045784849659572302e+00 2.094243428763436832e+00 3.960248368297752952e-01
3.063878767967271983e+02 1.051285110657750188e+01 9.030608621718878126e+00 2.026763975449493493e+00 2.915631934497743827e-01
3.606613192097515821e+02 1.007000396992628843e+01 9.371311231134876962e+00 5.323386558776839195e-01 1.187792125929804987e+00
3.749913395929962689e+02 1.128936230750795922e+01 8.410413161921466596e+00 2.064031295986849646e+00 3.002928572285517017e-01
3.753864926027507067e+02 1.079142088580011105e+01 8.792802053991749744e+00 2.191004389262187324e+00 6.008026136185199428e-01
1.982514033291894293e+02 1.097233120595544165e+01 8.604612516227959418e+00 2.054797315013182857e+00 2.841532354161249163e-01
3.521937941210024974e+02 1.161514175990072140e+01 8.336755175815142138e+00 1.848391262959228953e+00 1.223310134023447349e+00
2.614566086841784909e+02 1.121375853028017389e+01 8.464248266275127719e+00 1.940046383219182324e+00 2.642661584804100183e-01
3.877212450821351695e+02 1.075708229701582042e+01 8.886276440336869697e+00 2.192790143660440449e+00 7.187789707253461335e-01
3.085294482619443102e+02 1.348398904608616888e+01 7.218935292008714200e+00 2.188413824016555154e+00 5.144888074089138952e-01
3.796977065720656697e+02 1.123414692382615243e+01 8.595553780231204755e+00 2.116242895739887775e+00 4.085349467063701945e-01
3.049134651037273329e+02 1.382143399371684644e+01 7.057065792977178731e+00 2.086635710998559823e+00 4.028205955642264469e-01
2.624461986262897994e+02 1.552381250765246534e+01 6.400045677054050586e+00 1.925645439958072469e+00 2.098939127347982381e-01
1.478302106255143258e+02 9.877541849582250677e+00 9.627381618459043722e+00 1.958803479320357255e+00 8.412579323256906549e-02
2.959408011498468909e+02 1.006243097591672431e+01 9.544115622643502661e+00 2.063556165484270899e+00 3.233144498084096763e-01
3.422198261151079350e+02 1.362861448449798552e+01 7.152554699155721174e+00 1.973711068709009808e+00 2.544315528167466200e-01
3.244071967478507190e+02 1.125626347230363322e+01 8.531285779805783065e+00 2.034680290068160424e+00 3.034045773128466461e-01
2.705693723372456247e+02 1.527231867963168810e+01 6.483991647850533724e+00 2.116066786677639922e+00 5.157194720463635917e-01
3.879105332706893705e+02 1.008915982161981795e+01 9.506037365226582381e+00 2.164635608558559632e+00 1.012790551534195505e+00
3.382949193668420094e+02 1.159065738097773313e+01 8.299386100773133990e+00 2.049765727880350941e+00 3.253966960688359222e-01
3.405239034813147896e+02 1.029358263938368978e+01 9.378343981645112848e+00 2.094820573228197702e+00 3.804172761743953579e-01
2.105101180749689149e+02 1.014478732165979302e+01 9.314276364332327418e+00 2.067748325997600389e+00 3.518211281812215208e-01
3.793831126159655014e+02 1.538291327095651972e+01 6.430272482907400722e+00 2.159539382818447262e+00 9.532943967286716669e-01
2.973320598755146307e+02 1.451984341909473208e+01 6.783689157225415656e+00 2.097984795099999911e+00 4.366918504564236136e-01
3.237764167676335774e+02 1.418991743879684897e+01 6.899411119842254081e+00 2.069763526263199260e+00 4.490977711250994098e-01
3.244140143599508406e+02 1.062200822188371419e+01 9.010068189357545165e+00 2.126060232632881242e+00 4.435250196068634132e-01
3.903666940203097511e+02 1.018981378636988921e+01 9.359582953926258497e+00 2.157288988651086648e+00 5.806883612250132165e-01
2.604729521309313895e+02 1.411406226915211448e+01 6.983471364223121647e+00 2.280966386905747711e+00 8.495326360488111295e-01
4.584881790351439008e+02 1.308965400447353922e+01 7.350808955557950775e+00 2.120388689478479360e+00 1.119228948405413648e+00
2.553868337169277538e+02 1.480138966462077121e+01 6.666599769326134073e+00 2.068267420583010274e+00 3.513749518628830892e-01
3.837866178475096604e+02 1.224493926650270126e+01 7.899742719308521899e+00 2.171440375522507349e+00 1.001055332315346158e+00
2.295269509063658973e+02 1.233865183426506995e+01 7.709241423526568937e+00 1.993621747995769411e+00 1.959692614698524127e-01
2.836899247632298966e+02 1.183604310773146295e+01 8.111993373343150182e+00 2.220457979119711212e+00 6.940111351110075377e-01
3.214143675821732700e+02 1.415724763074457293e+01 6.898071031773794104e+00 2.053762524127513700e+00 3.679599563439289178e-01
2.764710004467065687e+02 1.580643610538676391e+01 6.349803517150961696e+00 2.045192570826589673e+00 3.273055316334760878e-01
3.454303525952101950e+02 1.325517331703072266e+01 7.289363850089995545e+00 2.162726273015110667e+00 5.322751670439711535e-01
3.347037049402479170e+02 9.991747927586605016e+00 9.480775383245667598e+00 2.091475805953434186e+00 3.990982366097786671e-01
3.310926850180554197e+02 1.051594132343831056e+01 9.015273594542190239e+00 2.065948374950236310e+00 1.111484828943549052e+00
3.135195909447792815e+02 1.086366357150376949e+01 8.743939247514115110e+00 2.141687270310869806e+00 6.161957700550450001e-01
2.921314559999902372e+02 1.319654443256813181e+01 7.280319054516908750e+00 2.115881233286449614e+00 4.544592945562968556e-01
2.507260910335900235e+02 2.004404119928200956e+01 5.217871312622547997e+00 2.035682728145138842e+00 3.481913439531865717e-01
4.353397331767818628e+02 1.059176219423432208e+01 8.947738469277750184e+00 2.063877804759601808e+00 1.104442736350058407e+00
3.087374752471496322e+02 1.057588359423036195e+01 8.956730161294196080e+00 2.090943356178378565e+00 3.357274419624490802e-01
2.659449982879050367e+02 1.615755527551004889e+01 6.188080121377690368e+00 2.121412292820376688e+00 4.730478245468799359e-01
3.197682664029290436e+02 1.747554868726075838e+01 5.759581096750599372e+00 1.989814743831319177e+00 2.640693991731507539e-01
3.436031159549328891e+02 9.823784058396363150e+00 9.590590687748393961e+00 2.125282995309243361e+00 4.194164378844063568e-01
3.231064787510164820e+02 1.015034000541912107e+01 9.362345424622244394e+00 2.055761921221002986e+00 3.212956080923062840e-01
2.477626633562823599e+02 1.054861410456512516e+01 9.005014650309686175e+00 2.189398200909444814e+00 8.879230724873358183e-01
3.884214607089106721e+02 1.076334337772733818e+01 8.783112561256448458e+00 2.203437192471418449e+00 6.897419988703289428e-01
4.180572404537396096e+02 1.133845998384820497e+01 8.420469270856315802e+00 2.208387494453533773e+00 9.114636373326393537e-01
3.500657668380459313e+02 1.209349029027290534e+01 7.957090903223786427e+00 2.173886278755418733e+00 9.825434916375135330e-01
2.459722634913854336e+02 1.480866260278997082e+01 6.597233838005130302e+00 9.407778817327319132e-01 1.292117304881525985e+00
2.955330008631206624e+02 1.689620210211732498e+01 5.920786700586400997e+00 1.987756906399752665e+00 3.019572156383020234e-01
3.119377586041274526e+02 1.114043223378553016e+01 8.536028298508689716e+00 2.147445159540382509e+00 5.481095874309690474e-01
3.693842994709384584e+02 1.269950376727890529e+01 7.610445243043532315e+00 2.125251919908429432e+00 4.245941689999180313e-01
3.633626837786117107e+02 1.824560502986464172e+01 5.619006028270834285e+00 2.189005344674315179e+00 5.094869634569617611e-01
3.016835012123648312e+02 1.298812579931709266e+01 7.455894424338826987e+00 2.150472748028626757e+00 4.485823833923249238e-01
3.991254166542340158e+02 1.178864201910911724e+01 8.091267547222894763e+00 2.213804611948643863e+00 7.045940641358128254e-01
2.736070284935348127e+02 1.129738153508781195e+01 8.371525259944737840e+00 2.096837330894261608e+00 3.903511407970181590e-01
3.757564760280019982e+02 1.137541404366059794e+01 8.299205929645543378e+00 1.974313258612958588e+00 1.092345809577393689e+00
2.249689039490504854e+02 1.185383170240204009e+01 8.036322048918933092e+00 1.951862846203292090e+00 1.984088225401745564e-01
2.616382704820724712e+02 1.104742696101803112e+01 8.610498804259229644e+00 1.994299960994977194e+00 2.130066706016953970e-01
2.586557217604593006e+02 1.272863880268380221e+01 7.608257406590309913e+00 1.879982072247203817e+00 1.209316029631480660e+00
4.656712585538370490e+02 1.212569509428813497e+01 7.920319797393402972e+00 2.060249560866342033e+00 1.181169678783461352e+00
3.342635856851783842e+02 1.072806627895715437e+01 8.863774640083867951e+00 2.203806088026482701e+00 7.220157687567109184e-01
2.635515495270013844e+02 1.264958636377771839e+01 7.541370444388904026e+00 2.148747057865065813e+00 5.272567249560289326e-01
3.356137959471434442e+02 1.055485344002425308e+01 8.996441080084435882e+00 2.166597496907103348e+00 6.508271209069713681e-01
2.382619955220128816e+02 1.376823541282413643e+01 7.069964072530249055e+00 2.125168802142289426e+00 4.327167224581847105e-01
5.034184077752004214e+02 1.000034014705152963e+01 9.571748717167524845e+00 1.967311742979905187e+00 1.183905815376252280e+00
3.611620664889977661e+02 1.012990863437106626e+01 9.383440941627014809e+00 2.170663993256495949e+00 5.280980102366678031e-01
2.670321202965772045e+02 1.685442921216507983e+01 6.004173066878997211e+00 2.163182088810096104e+00 5.589753096722894776e-01
1.915221962814281369e+02 1.196652121671855085e+01 8.009541277724848030e+00 1.879998177536286619e+00 1.726467849337905147e-01
3.614647466249049330e+02 1.610171582435658877e+01 6.219182810234410219e+00 1.908145401950548159e+00 1.136835277460839677e+00
3.657628143194561972e+02 1.140435397864931666e+01 8.334068352568017701e+00 2.150946007294157525e+00 5.057650407341686138e-01
4.032793064614222089e+02 1.035685401855491961e+01 9.276643506796611760e+00 2.217634401620837803e+00 6.350652071761194728e-01
3.829865314188355114e+02 1.165398635948636574e+01 8.158110995301059987e+00 2.155331413289732989e+00 6.494813378641439705e-01
4.118892394331369928e+02 9.816158504932152695e+00 9.580284805329691622e+00 2.228760085479284836e+00 7.659082422915310939e-01
3.896590881135908830e+02 1.435029167513524406e+01 6.917968565236482625e+00 2.268767807882091869e+00 7.507985580132041648e-01
2.900465790895107148e+02 1.272521644380115191e+01 7.651656916726507163e+00 2.184517307438717637e+00 5.718776191353535099e-01
4.319009685392797451e+02 1.013945714019763678e+01 9.444086442306879547e+00 2.037622023623440359e+00 1.212702808271769017e+00
2.730544063330728477e+02 1.312689080856543633e+01 7.441086156624588277e+00 2.078983436743124358e+00 4.210005269900934377e-01
2.683524182629912502e+02 1.059994994516185685e+01 8.934563647063972880e+00 2.000595907030997989e+00 2.502814982237361874e-01
